x,g_m(S)
0.0,0.0
0.02512562814070352,0.0
0.05025125628140704,0.0
0.07537688442211056,0.0
0.10050251256281408,0.0
0.1256281407035176,0.0
0.15075376884422112,0.0
0.17587939698492464,0.0
0.20100502512562815,0.0
0.22613065326633167,0.0
0.2512562814070352,0.0
0.2763819095477387,0.0
0.30150753768844224,0.0
0.32663316582914576,0.0
0.35175879396984927,0.0
0.3768844221105528,0.0
0.4020100502512563,0.0
0.4271356783919598,0.0
0.45226130653266333,0.0
0.47738693467336685,0.0
0.5025125628140704,0.0
0.5276381909547739,0.0
0.5527638190954774,0.0
0.577889447236181,0.0
0.6030150753768845,0.0
0.628140703517588,0.0
0.6532663316582915,0.0
0.678391959798995,0.0
0.7035175879396985,0.0
0.7286432160804021,0.0
0.7537688442211056,0.0
0.7788944723618091,0.0
0.8040201005025126,0.0
0.8291457286432161,0.0
0.8542713567839196,0.0
0.8793969849246231,0.0
0.9045226130653267,0.0
0.9296482412060302,0.0
0.9547738693467337,0.0
0.9798994974874372,0.0
1.0050251256281408,0.0007035175879397173
1.0301507537688444,0.00422110552763821
1.0552763819095479,0.007738693467336704
1.0804020100502514,0.011256281407035197
1.105527638190955,0.01477386934673369
1.1306532663316584,0.018291457286432184
1.155778894472362,0.021809045226130676
1.1809045226130654,0.02532663316582917
1.206030150753769,0.028844221105527663
1.2311557788944725,0.032361809045226154
1.256281407035176,0.03587939698492465
1.2814070351758795,0.039396984924623145
1.306532663316583,0.04291457286432163
1.3316582914572865,0.04643216080402013
1.35678391959799,0.049949748743718624
1.3819095477386936,0.05346733668341711
1.407035175879397,0.05698492462311561
1.4321608040201006,0.0605025125628141
1.4572864321608041,0.0640201005025126
1.4824120603015076,0.06753768844221109
1.5075376884422111,0.07105527638190959
1.5326633165829147,0.07457286432160808
1.5577889447236182,0.07809045226130656
1.5829145728643217,0.08160804020100507
1.6080402010050252,0.08512562814070355
1.6331658291457287,0.08864321608040204
1.6582914572864322,0.09216080402010055
1.6834170854271358,0.09567839195979903
1.7085427135678393,0.09919597989949752
1.7336683417085428,0.10271356783919602
1.7587939698492463,0.10623115577889451
1.7839195979899498,0.109748743718593
1.8090452261306533,0.1132663316582915
1.8341708542713568,0.11678391959798999
1.8592964824120604,0.12030150753768848
1.8844221105527639,0.12381909547738698
1.9095477386934674,0.12733668341708548
1.934673366834171,0.13085427135678396
1.9597989949748744,0.13437185929648246
1.984924623115578,0.13788944723618096
2.0100502512562817,0.14140703517587946
2.035175879396985,0.14492462311557797
2.0603015075376887,0.14844221105527647
2.085427135678392,0.15195979899497494
2.1105527638190957,0.15547738693467344
2.1356783919597992,0.15899497487437195
2.1608040201005028,0.16251256281407042
2.1859296482412063,0.16603015075376892
2.21105527638191,0.16954773869346743
2.2361809045226133,0.17306532663316593
2.261306532663317,0.1765829145728644
2.2864321608040203,0.1801005025125629
2.311557788944724,0.1836180904522614
2.3366834170854274,0.18713567839195988
2.361809045226131,0.19065326633165838
2.3869346733668344,0.19417085427135689
2.412060301507538,0.19768844221105536
2.4371859296482414,0.20120603015075386
2.462311557788945,0.20472361809045236
2.4874371859296485,0.20824120603015084
2.512562814070352,0.21175879396984934
2.5376884422110555,0.21527638190954784
2.562814070351759,0.21879396984924632
2.5879396984924625,0.22231155778894482
2.613065326633166,0.22582914572864332
2.6381909547738696,0.2293467336683418
2.663316582914573,0.2328643216080403
2.6884422110552766,0.2363819095477388
2.71356783919598,0.23989949748743727
2.7386934673366836,0.24341708542713578
2.763819095477387,0.24693467336683428
2.7889447236180906,0.25045226130653275
2.814070351758794,0.2539698492462313
2.8391959798994977,0.25748743718592976
2.864321608040201,0.26100502512562823
2.8894472361809047,0.26452261306532676
2.9145728643216082,0.26804020100502524
2.9396984924623117,0.2715577889447237
2.9648241206030153,0.27507537688442224
2.9899497487437188,0.2785929648241207
3.0150753768844223,0.2821105527638192
3.040201005025126,0.2856281407035177
3.0653266331658293,0.2891457286432162
3.090452261306533,0.29266331658291467
3.1155778894472363,0.2961809045226132
3.14070351758794,0.29969849246231167
3.1658291457286434,0.30321608040201015
3.190954773869347,0.3067336683417087
3.2160804020100504,0.31025125628140715
3.241206030150754,0.3137688442211056
3.2663316582914574,0.31728643216080415
3.291457286432161,0.32080402010050263
3.3165829145728645,0.3243216080402011
3.341708542713568,0.32783919597989963
3.3668341708542715,0.3313567839195981
3.391959798994975,0.3348743718592966
3.4170854271356785,0.3383919597989951
3.442211055276382,0.3419095477386936
3.4673366834170856,0.34542713567839206
3.492462311557789,0.3489447236180906
3.5175879396984926,0.35246231155778907
3.542713567839196,0.35597989949748754
3.5678391959798996,0.35949748743718607
3.592964824120603,0.36301507537688454
3.6180904522613067,0.366532663316583
3.64321608040201,0.37005025125628155
3.6683417085427137,0.37356783919598
3.693467336683417,0.3770854271356785
3.7185929648241207,0.380603015075377
3.7437185929648242,0.3841206030150755
3.7688442211055277,0.387638190954774
3.7939698492462313,0.3911557788944725
3.819095477386935,0.394673366834171
3.8442211055276383,0.39819095477386945
3.869346733668342,0.401708542713568
3.8944723618090453,0.40522613065326646
3.919597989949749,0.40874371859296493
3.9447236180904524,0.41226130653266346
3.969849246231156,0.41577889447236194
3.9949748743718594,0.4192964824120604
4.020100502512563,0.422814070351759
4.045226130653266,0.4263316582914574
4.07035175879397,0.429849246231156
4.0954773869346734,0.4333668341708544
4.120603015075377,0.43688442211055295
4.1457286432160805,0.44040201005025137
4.170854271356784,0.44391959798994995
4.1959798994974875,0.4474371859296484
4.2211055276381915,0.45095477386934696
4.2462311557788945,0.4544723618090454
4.2713567839195985,0.4579899497487439
4.296482412060302,0.4615075376884424
4.3216080402010055,0.4650251256281409
4.346733668341709,0.46854271356783933
4.371859296482413,0.4720603015075379
4.396984924623116,0.47557788944723633
4.42211055276382,0.47909547738693486
4.447236180904523,0.48261306532663334
4.472361809045227,0.48613065326633187
4.49748743718593,0.4896482412060303
4.522613065326634,0.4931658291457289
4.547738693467337,0.4966834170854273
4.572864321608041,0.5002010050251259
4.597989949748744,0.5037185929648242
4.623115577889448,0.5072361809045228
4.648241206030151,0.5107537688442213
4.673366834170855,0.5142713567839198
4.698492462311558,0.5177889447236182
4.723618090452262,0.5213065326633168
4.748743718592965,0.5248241206030152
4.773869346733669,0.5283417085427138
4.798994974874372,0.5318592964824123
4.824120603015076,0.5353768844221107
4.849246231155779,0.5388944723618092
4.874371859296483,0.5424120603015078
4.899497487437186,0.5459296482412062
4.92462311557789,0.5494472361809047
4.949748743718593,0.5529648241206032
4.974874371859297,0.5564824120603017
5.0,0.5600000000000002
